Customer ID,Transaction Date,Product Category,Purchase Amount
663,2021-08-29,Converter & Specialty Ind Film,95418.4
663,2022-01-30,Non Finished Goods,0.4
663,2021-10-31,Converter & Specialty Ind Film,101030.1
663,2021-07-04,Converter & Specialty Ind Film,65736.19
663,2021-09-05,Converter & Specialty Ind Film,3764.7
663,2021-06-06,Converter & Specialty Ind Film,70698.6
699,2022-05-01,Non Finished Goods,236.92
699,2021-12-12,Non Finished Goods,113.08
699,2021-12-12,Specialty Foods - Other,15138.94
699,2022-02-13,Non Finished Goods,79.33
699,2022-02-13,Protein,4732.0
699,2022-02-13,Specialty Foods - Other,11585.31
699,2022-01-02,Non Finished Goods,75.33
699,2022-01-02,Specialty Foods - Other,18903.84
699,2022-02-20,Non Finished Goods,71.63
699,2022-02-20,Specialty Foods - Other,3916.26
699,2022-03-20,Non Finished Goods,303.85
699,2022-03-20,Specialty Foods - Other,25274.97
699,2022-04-24,Specialty Foods - Other,29095.02
699,2022-02-27,Non Finished Goods,279.56
699,2022-02-27,Specialty Foods - Other,11719.21
699,2022-01-30,Non Finished Goods,329.42
699,2022-01-30,Protein,32418.97
699,2022-01-30,Specialty Foods - Other,14738.52
699,2022-02-06,Non Finished Goods,348.11
699,2022-02-06,Specialty Foods - Other,27743.45
699,2022-01-09,Specialty Foods - Other,1175.4
711,2021-08-01,Healthcare Films & Flex Pkg,30373.2
711,2021-08-01,Non Finished Goods,2495.0
711,2022-02-13,Healthcare Films & Flex Pkg,85062.47
711,2022-04-17,Healthcare Films & Flex Pkg,193557.84
711,2022-04-17,Unknown,654.31
711,2021-12-19,Healthcare Films & Flex Pkg,480300.15
711,2022-01-02,Healthcare Films & Flex Pkg,23399.54
711,2022-02-20,Unknown,1111.58
711,2021-10-24,Healthcare Films & Flex Pkg,64272.89
711,2021-10-24,Non Finished Goods,378.98
711,2021-12-26,Healthcare Films & Flex Pkg,74447.47
711,2021-12-26,Unknown,3832.61
711,2021-11-28,Healthcare Films & Flex Pkg,22576.63
711,2021-11-28,Non Finished Goods,1891.25
711,2021-10-31,Healthcare Films & Flex Pkg,134690.99
711,2022-03-06,Healthcare Films & Flex Pkg,51789.19
711,2022-03-06,Unknown,578.18
711,2021-08-08,Healthcare Films & Flex Pkg,68770.69
711,2021-08-08,Non Finished Goods,1106.36
711,2022-01-09,Non Finished Goods,40.38
711,2022-01-09,Unknown,185.14
725,2021-08-01,Specialty Foods - Other,31757.95
725,2025-08-10,Protein,78521.4
725,2023-12-10,Protein,12865.8
725,2022-07-10,Non Finished Goods,178.34
725,2022-07-10,Specialty Foods - Other,15638.05
725,2024-11-10,Protein,24371.82
725,2024-08-11,Protein,92409.66
725,2024-02-11,Protein,51548.7
725,2025-05-11,Protein,24449.04
725,2024-05-12,Protein,97782.06
725,2021-09-12,Specialty Foods - Other,1334.34
725,2025-07-13,Protein,58501.44
725,2024-04-14,Protein,53295.09
725,2024-01-14,Protein,30018.6
725,2024-07-14,Protein,65407.77
725,2024-12-15,Protein,65180.35
725,2022-05-15,Specialty Foods - Other,6819.39
725,2024-09-15,Protein,34737.66
725,2025-02-16,Protein,162681.04
725,2024-06-16,Protein,23158.44
725,2025-03-16,Protein,110243.7
725,2021-05-16,Specialty Foods - Other,6997.67
725,2023-12-17,Protein,70561.2
725,2024-03-17,Protein,78942.9
725,2024-11-17,Protein,145448.26
725,2021-07-18,Converter & Specialty Ind Film,2940.94
725,2021-07-18,Specialty Foods - Other,12771.0
725,2025-05-18,Protein,107270.64
725,2021-12-19,Non Finished Goods,33.04
725,2021-12-19,Specialty Foods - Other,4324.32
725,2025-01-19,Protein,35416.44
725,2024-05-19,Protein,95732.76
725,2022-01-02,Specialty Foods - Other,31492.02
725,2025-04-20,Protein,35108.64
725,2025-07-20,Protein,40029.12
725,2024-04-21,Protein,39533.13
725,2024-01-21,Protein,43761.5
725,2025-06-22,Protein,101313.18
725,2022-05-22,Non Finished Goods,60.97
725,2024-09-22,Protein,15422.4
725,2022-01-23,Non Finished Goods,137.19
725,2022-01-23,Specialty Foods - Other,18734.49
725,2024-06-23,Protein,94628.44
725,2025-03-23,Protein,36445.0
725,2023-12-24,Protein,55553.1
725,2022-07-24,Unknown,135.1
725,2024-08-25,Protein,59776.68
725,2025-01-26,Protein,55755.27
725,2022-06-26,Specialty Foods - Other,34562.06
725,2023-03-26,Non Finished Goods,92.83
725,2023-03-26,Specialty Foods - Other,11967.12
725,2025-04-27,Protein,79513.2
725,2022-02-27,Non Finished Goods,133.67
725,2022-02-27,Specialty Foods - Other,19410.4
725,2024-04-28,Protein,33442.47
725,2024-01-28,Protein,18582.2
725,2024-07-28,Protein,40737.77
725,2024-12-29,Protein,11579.22
725,2025-06-29,Specialty Foods - Other,10827.0
725,2022-07-03,Non Finished Goods,394.15
725,2024-03-03,Protein,51441.6
725,2024-11-03,Protein,29805.77
725,2023-12-31,Protein,12865.8
725,2024-03-31,Protein,19298.7
725,2025-01-05,Protein,98390.7
725,2025-04-06,Protein,71621.28
725,2022-02-06,Non Finished Goods,4.06
725,2022-02-06,Specialty Foods - Other,633.99
725,2025-07-06,Protein,35089.2
725,2024-10-06,Protein,32240.7
725,2024-04-07,Protein,40525.11
725,2025-06-08,Protein,36963.54
725,2024-06-09,Protein,17368.83
725,2025-03-09,Protein,35424.54
725,2021-05-09,Specialty Foods - Other,673.67
726,2021-05-16,Plate for Graphics - non FG,211.69
727,2023-01-01,Non Finished Goods,78.5
727,2023-01-01,Specialty Foods - Other,7183.06
727,2022-07-10,Non Finished Goods,914.33
727,2022-07-10,Specialty Foods - Other,236471.59
727,2021-10-10,Non Finished Goods,52.76
727,2021-10-10,Specialty Foods - Other,5275.8
727,2022-09-11,Specialty Foods - Other,158526.06
727,2021-12-12,Non Finished Goods,129.16
727,2021-12-12,Specialty Foods - Other,54454.33
727,2021-12-12,Unknown,208.18
727,2022-11-13,Non Finished Goods,52.02
727,2022-11-13,Specialty Foods - Other,8589.95
727,2022-04-17,Non Finished Goods,50.21
727,2022-04-17,Specialty Foods - Other,7897.25
727,2022-09-18,Non Finished Goods,43.17
727,2022-09-18,Specialty Foods - Other,3590.21
727,2022-06-19,Specialty Foods - Other,5774.75
727,2022-10-02,Non Finished Goods,31.33
727,2022-02-20,Non Finished Goods,544.86
727,2022-02-20,Specialty Foods - Other,75840.94
727,2022-04-24,Specialty Foods - Other,26266.28
727,2022-07-24,Non Finished Goods,177.8
727,2022-07-24,Specialty Foods - Other,12738.07
727,2022-09-25,Specialty Foods - Other,2605.8
727,2022-07-03,Hygiene Films & Flex Packaging,13977.2
727,2021-10-03,Non Finished Goods,122.1
727,2021-10-03,Specialty Foods - Other,12209.7
727,2021-05-30,Specialty Foods - Other,2244.01
727,2021-12-05,Non Finished Goods,491.79
727,2021-12-05,Specialty Foods - Other,68454.05
727,2023-02-05,Non Finished Goods,89.62
727,2023-02-05,Specialty Foods - Other,11679.84
727,2022-06-05,Specialty Foods - Other,35282.28
727,2021-06-06,Specialty Foods - Other,18968.47
727,2021-11-07,Specialty Foods - Other,49347.88
727,2021-08-08,Non Finished Goods,229.09
727,2021-08-08,Specialty Foods - Other,23629.0
727,2022-01-09,Non Finished Goods,56.4
727,2022-01-09,Specialty Foods - Other,5725.92
728,2021-08-01,Specialty Foods - Other,24300.86
728,2023-09-10,Non Finished Goods,54.52
728,2023-09-10,Protein,5017.74
728,2025-05-11,Protein,17018.64
728,2023-02-12,Non Finished Goods,90.78
728,2023-02-12,Protein,8116.65
728,2021-09-12,Specialty Foods - Other,19072.48
728,2021-06-13,Specialty Foods - Other,6096.14
728,2024-10-13,Protein,33402.24
728,2024-12-15,Protein,8424.72
728,2023-10-15,Non Finished Goods,173.54
728,2023-10-15,Protein,15937.89
728,2023-07-16,Non Finished Goods,132.39
728,2023-07-16,Protein,17755.08
728,2023-07-16,Unknown,818.61
728,2022-10-16,Non Finished Goods,230.13
728,2022-10-16,Protein,8185.23
728,2022-10-16,Specialty Foods - Other,14854.8
728,2022-07-17,Protein,57154.39
728,2025-05-18,Non Finished Goods,113.21
728,2025-04-20,Non Finished Goods,107.17
728,2025-04-20,Protein,16088.97
728,2021-06-20,Specialty Foods - Other,45282.36
728,2024-10-20,Non Finished Goods,302.28
728,2024-01-21,Non Finished Goods,147.07
728,2024-01-21,Specialty Foods - Other,5027.76
728,2023-05-21,Non Finished Goods,100.59
728,2023-05-21,Protein,9263.52
728,2021-08-22,Specialty Foods - Other,10701.38
728,2025-06-22,Protein,14938.5
728,2024-09-22,Non Finished Goods,31.43
728,2024-09-22,Protein,4510.5
728,2023-07-23,Non Finished Goods,75.49
728,2023-07-23,Protein,6947.64
728,2023-12-24,Non Finished Goods,182.1
728,2023-12-24,Protein,16765.05
728,2021-10-24,Specialty Foods - Other,12614.96
728,2021-07-25,Protein,12303.28
728,2021-07-25,Specialty Foods - Other,26881.36
728,2025-05-25,Non Finished Goods,41.21
728,2025-05-25,Specialty Foods - Other,6962.01
728,2021-06-27,Specialty Foods - Other,7965.29
728,2024-07-28,Non Finished Goods,159.55
728,2024-07-28,Protein,17441.24
728,2021-08-29,Specialty Foods - Other,19794.07
728,2025-06-29,Non Finished Goods,145.0
728,2023-07-30,Non Finished Goods,46.24
728,2023-07-30,Protein,4255.44
728,2023-12-31,Specialty Foods - Other,9731.34
728,2021-07-04,Specialty Foods - Other,8602.03
728,2021-06-06,Specialty Foods - Other,4301.02
728,2024-01-07,Specialty Foods - Other,4389.12
729,2021-12-12,Dairy,120124.62
729,2025-01-12,Dairy,122823.86
729,2023-11-12,Dairy,36368.72
729,2023-11-12,Specialty Foods - Other,28356.58
729,2021-06-13,Dairy,25957.26
729,2021-06-13,Specialty Foods - Other,10962.36
729,2021-08-15,Dairy,85913.19
729,2022-01-16,Dairy,124280.73
729,2022-07-17,Dairy,6186.96
729,2024-03-17,Dairy,132470.03
729,2022-12-18,Dairy,140379.96
729,2021-12-19,Specialty Foods - Other,20130.78
729,2023-04-02,Dairy,143617.89
729,2025-07-20,Dairy,4085.64
729,2021-06-20,Plate for Graphics - non FG,6938.2
729,2021-06-20,Specialty Foods - Other,4165.28
729,2024-01-21,Dairy,144012.63
729,2025-06-22,Dairy,108949.99
729,2022-05-22,Dairy,128546.98
729,2024-09-22,Dairy,60249.7
729,2025-02-23,Dairy,129996.09
729,2022-01-23,Dairy,12406.63
729,2022-01-23,Non Finished Goods,92.02
729,2021-05-23,Specialty Foods - Other,2546.46
729,2022-10-23,Dairy,118954.36
729,2022-07-24,Dairy,137030.74
729,2024-03-24,Dairy,30535.89
729,2023-09-24,Dairy,134683.44
729,2021-04-25,Dairy,15256.4
729,2021-04-25,Specialty Foods - Other,6993.0
729,2024-08-25,Dairy,67332.06
729,2023-02-26,Dairy,139942.67
729,2023-11-26,Dairy,92391.25
729,2025-04-27,Dairy,129750.37
729,2022-02-27,Dairy,131683.58
729,2022-02-27,Specialty Foods - Other,12730.75
729,2024-10-27,Dairy,129521.66
729,2024-04-28,Dairy,141406.46
729,2022-08-28,Dairy,144625.98
729,2025-06-29,Dairy,21921.03
729,2022-04-03,Dairy,137442.17
729,2021-10-03,Dairy,140491.26
729,2023-07-30,Dairy,150975.27
729,2022-10-30,Dairy,27074.25
729,2021-10-31,Bakery,751.08
729,2024-05-05,Dairy,5451.66
729,2023-05-07,Dairy,144947.82
729,2021-08-08,Dairy,88454.97
729,2023-01-08,Dairy,13286.7
729,2023-01-08,Specialty Foods - Other,25855.2
729,2024-06-09,Dairy,142757.14
730,2021-06-13,Converter & Specialty Ind Film,12438.45
730,2021-06-13,Non Finished Goods,185.75
730,2021-06-13,Specialty Foods - Other,6136.83
730,2022-03-13,Specialty Foods - Other,55175.42
730,2022-01-16,Specialty Foods - Other,45223.03
730,2021-07-18,Non Finished Goods,556.0
730,2021-07-18,Specialty Foods - Other,79023.97
730,2021-12-19,Plate for Graphics - non FG,878.64
730,2022-01-02,Specialty Foods - Other,26773.43
730,2021-08-22,Specialty Foods - Other,80320.3
730,2022-01-23,Non Finished Goods,155.94
730,2022-01-23,Specialty Foods - Other,35824.64
730,2021-10-24,Specialty Foods - Other,73897.12
730,2021-07-25,Specialty Foods - Other,61954.69
730,2021-12-26,Unknown,1232.63
730,2021-09-26,Non Finished Goods,284.24
730,2021-09-26,Specialty Foods - Other,46388.1
730,2022-02-27,Non Finished Goods,57.11
730,2022-02-27,Specialty Foods - Other,14241.44
730,2021-06-27,Non Finished Goods,218.81
730,2021-06-27,Plate for Graphics - non FG,234.72
730,2021-06-27,Specialty Foods - Other,21881.33
730,2021-11-28,Non Finished Goods,504.62
730,2021-11-28,Plate for Graphics - non FG,1150.0
730,2021-11-28,Specialty Foods - Other,70043.4
730,2022-01-30,Non Finished Goods,146.25
730,2021-07-04,Plate for Graphics - non FG,7342.44
730,2022-02-06,Specialty Foods - Other,95921.27
730,2021-06-06,Specialty Foods - Other,896.37
730,2022-01-09,Specialty Foods - Other,43783.44
762,2022-01-16,Plate for Graphics - non FG,1700.0
762,2021-10-24,Plate for Graphics - non FG,8535.84
762,2021-09-26,Plate for Graphics - non FG,649.5
767,2023-10-01,Non Finished Goods,88.36
767,2024-09-15,Ready-to-Eat,36694.2
767,2024-06-02,Non Finished Goods,95.72
767,2024-06-02,Ready-to-Eat,8121.36
767,2021-08-22,Ready-to-Eat,7809.0
767,2022-04-24,Non Finished Goods,95.26
767,2022-04-24,Ready-to-Eat,8082.32
767,2023-09-24,Ready-to-Eat,7496.64
767,2023-12-03,Non Finished Goods,2.26
767,2024-10-06,Non Finished Goods,95.72
767,2024-10-06,Ready-to-Eat,8121.36
770,2025-06-01,Unknown,193.71
770,2023-12-10,Non Finished Goods,19.42
770,2024-08-11,Converter & Specialty Ind Film,10609.82
770,2024-08-11,Non Finished Goods,94.48
770,2022-12-11,Non Finished Goods,229.6
770,2024-02-11,Converter & Specialty Ind Film,4910.2
770,2024-02-11,Non Finished Goods,51.21
770,2023-06-11,Converter & Specialty Ind Film,2455.1
770,2023-06-11,Non Finished Goods,25.6
770,2022-06-12,Non Finished Goods,252.56
770,2021-09-12,Converter & Specialty Ind Film,22403.09
770,2021-06-13,Converter & Specialty Ind Film,11803.4
770,2024-07-14,Converter & Specialty Ind Film,14990.08
770,2023-05-14,Non Finished Goods,264.91
770,2021-11-14,Converter & Specialty Ind Film,11241.3
770,2024-12-15,Converter & Specialty Ind Film,51646.56
770,2022-05-15,Converter & Specialty Ind Film,35337.12
770,2022-05-15,Non Finished Goods,298.48
770,2024-09-15,Converter & Specialty Ind Film,2455.1
770,2024-09-15,Non Finished Goods,25.6
770,2022-01-16,Converter & Specialty Ind Film,24111.0
770,2022-01-16,Non Finished Goods,179.45
770,2023-07-16,Converter & Specialty Ind Film,4910.2
770,2023-07-16,Non Finished Goods,51.21
770,2025-03-16,Non Finished Goods,20.15
770,2022-04-17,Converter & Specialty Ind Film,18121.6
770,2022-04-17,Non Finished Goods,160.72
770,2023-06-18,Converter & Specialty Ind Film,8578.2
770,2023-06-18,Non Finished Goods,75.92
770,2023-02-19,Converter & Specialty Ind Film,3682.65
770,2023-02-19,Non Finished Goods,38.4
770,2022-06-19,Converter & Specialty Ind Film,28914.69
770,2022-06-19,Non Finished Goods,269.41
770,2023-03-19,Converter & Specialty Ind Film,3682.65
770,2023-03-19,Non Finished Goods,38.4
770,2025-02-02,Converter & Specialty Ind Film,2762.01
770,2025-03-02,Converter & Specialty Ind Film,5436.48
770,2025-03-02,Non Finished Goods,45.92
770,2024-10-20,Converter & Specialty Ind Film,3682.65
770,2024-10-20,Non Finished Goods,38.4
770,2024-07-21,Non Finished Goods,110.46
770,2023-01-22,Converter & Specialty Ind Film,27182.4
770,2021-05-23,Converter & Specialty Ind Film,8647.18
770,2022-04-24,Converter & Specialty Ind Film,2630.46
770,2022-04-24,Non Finished Goods,29.13
770,2021-07-25,Converter & Specialty Ind Film,19913.86
770,2023-02-26,Converter & Specialty Ind Film,27182.4
770,2023-02-26,Non Finished Goods,229.6
770,2021-06-27,Converter & Specialty Ind Film,24892.32
770,2022-03-27,Converter & Specialty Ind Film,1753.64
770,2022-03-27,Non Finished Goods,19.42
770,2021-08-29,Converter & Specialty Ind Film,17464.69
770,2023-12-03,Converter & Specialty Ind Film,1841.34
770,2023-07-30,Converter & Specialty Ind Film,2455.1
770,2023-07-30,Non Finished Goods,25.6
770,2022-12-04,Converter & Specialty Ind Film,27182.4
770,2021-07-04,Converter & Specialty Ind Film,8585.33
770,2025-05-04,Converter & Specialty Ind Film,3682.65
770,2025-05-04,Non Finished Goods,38.4
770,2025-05-04,Unknown,123.04
770,2021-12-05,Converter & Specialty Ind Film,20636.16
770,2021-12-05,Non Finished Goods,160.25
770,2023-02-05,Non Finished Goods,229.6
770,2022-06-05,Converter & Specialty Ind Film,29900.64
770,2022-11-06,Converter & Specialty Ind Film,41562.38
770,2024-04-07,Converter & Specialty Ind Film,8592.85
770,2024-04-07,Non Finished Goods,89.61
770,2023-05-07,Converter & Specialty Ind Film,30558.17
770,2025-06-08,Converter & Specialty Ind Film,24551.67
770,2025-06-08,Non Finished Goods,218.54
770,2025-02-09,Converter & Specialty Ind Film,8592.85
770,2025-02-09,Non Finished Goods,118.74
770,2025-03-09,Converter & Specialty Ind Film,2363.2
775,2022-03-13,Personal Care,1818.49
775,2022-01-16,Personal Care,12551.05
775,2021-05-16,Personal Care,5148.55
775,2022-04-17,Personal Care,119.59
775,2021-10-17,Personal Care,18454.38
775,2021-07-18,Personal Care,14367.96
775,2022-06-19,Personal Care,6717.95
775,2022-02-20,Personal Care,10820.5
775,2021-11-21,Personal Care,4589.78
775,2021-08-22,Personal Care,2262.92
775,2022-02-27,Personal Care,160.0
775,2022-03-27,Personal Care,6924.31
775,2021-08-29,Personal Care,3853.12
775,2022-05-29,Personal Care,4634.54
775,2021-09-05,Personal Care,4464.1
777,2022-05-01,Specialty Foods - Other,84198.25
777,2022-05-01,Unknown,4782.8
777,2022-04-10,Specialty Foods - Other,40113.6
777,2022-07-10,Specialty Foods - Other,39645.63
777,2022-07-10,Unknown,825.0
777,2021-10-10,Non Finished Goods,3538.16
777,2021-10-10,Specialty Foods - Other,74318.65
777,2021-07-11,Non Finished Goods,3631.81
777,2021-07-11,Specialty Foods - Other,34596.21
777,2021-12-12,Specialty Foods - Other,35858.04
777,2022-06-12,Specialty Foods - Other,80227.2
777,2022-06-12,Unknown,4959.9
777,2021-09-12,Non Finished Goods,1160.83
777,2021-09-12,Specialty Foods - Other,33451.24
777,2022-03-13,Specialty Foods - Other,33976.32
777,2022-03-13,Unknown,3446.3
777,2021-11-14,Specialty Foods - Other,109211.4
777,2021-11-14,Unknown,8473.3
777,2021-08-15,Non Finished Goods,2417.75
777,2021-08-15,Specialty Foods - Other,39899.16
777,2022-05-15,Specialty Foods - Other,40575.09
777,2022-05-15,Unknown,2915.0
777,2022-04-17,Specialty Foods - Other,80026.68
777,2022-04-17,Unknown,4702.5
777,2021-10-17,Non Finished Goods,4890.38
777,2021-10-17,Specialty Foods - Other,12862.65
777,2021-07-18,Non Finished Goods,5865.25
777,2021-07-18,Specialty Foods - Other,68245.2
777,2022-01-02,Specialty Foods - Other,36122.08
777,2022-03-20,Specialty Foods - Other,36079.61
777,2022-03-20,Unknown,990.0
777,2021-08-22,Non Finished Goods,7768.87
777,2021-08-22,Specialty Foods - Other,102958.1
777,2022-05-22,Unknown,3931.4
777,2022-04-24,Unknown,7631.8
777,2021-12-26,Specialty Foods - Other,36099.84
777,2021-12-26,Unknown,8195.0
777,2022-02-27,Specialty Foods - Other,68134.65
777,2022-02-27,Unknown,4468.2
777,2022-03-27,Specialty Foods - Other,36362.76
777,2022-03-27,Unknown,4966.5
777,2021-11-28,Specialty Foods - Other,63270.3
777,2021-11-28,Unknown,7845.2
777,2022-04-03,Specialty Foods - Other,74999.47
777,2022-04-03,Unknown,3822.5
777,2021-10-03,Non Finished Goods,4805.06
777,2021-10-03,Specialty Foods - Other,36404.01
777,2022-01-30,Specialty Foods - Other,36403.2
777,2022-01-30,Unknown,3712.5
777,2021-10-31,Non Finished Goods,3417.68
777,2021-10-31,Specialty Foods - Other,36403.2
777,2021-12-05,Unknown,3343.24
777,2022-06-05,Specialty Foods - Other,43934.15
777,2022-06-05,Unknown,1870.0
777,2022-02-06,Specialty Foods - Other,36160.5
777,2022-02-06,Unknown,5379.0
777,2022-03-06,Non Finished Goods,4560.0
777,2022-03-06,Specialty Foods - Other,116250.75
777,2022-03-06,Unknown,11539.0
777,2021-08-08,Non Finished Goods,9094.07
777,2021-08-08,Specialty Foods - Other,69775.84
777,2022-05-08,Specialty Foods - Other,40916.1
777,2022-01-09,Specialty Foods - Other,72806.4
777,2022-01-09,Unknown,988.9
778,2022-05-01,Non Finished Goods,851.3
778,2021-07-11,Converter & Specialty Ind Film,26157.13
778,2021-12-12,Converter & Specialty Ind Film,33934.26
778,2021-12-12,Non Finished Goods,122.84
778,2022-03-13,Converter & Specialty Ind Film,79167.40000000001
778,2022-03-13,Non Finished Goods,657.65
778,2021-11-14,Converter & Specialty Ind Film,3761.44
778,2021-11-14,Non Finished Goods,68.94
778,2021-08-15,Converter & Specialty Ind Film,21015.97
778,2021-05-16,Converter & Specialty Ind Film,34922.02
778,2022-04-17,Converter & Specialty Ind Film,7620.96
778,2021-10-17,Converter & Specialty Ind Film,133810.0
778,2021-07-18,Converter & Specialty Ind Film,80276.72
778,2021-12-19,Converter & Specialty Ind Film,101059.69
778,2021-12-19,Non Finished Goods,957.08
778,2021-09-19,Converter & Specialty Ind Film,33171.09
778,2021-06-20,Converter & Specialty Ind Film,22150.61
778,2022-03-20,Converter & Specialty Ind Film,6199.76
778,2022-03-20,Non Finished Goods,117.16
778,2021-08-22,Converter & Specialty Ind Film,26819.32
778,2022-01-23,Converter & Specialty Ind Film,50839.5
778,2022-01-23,Non Finished Goods,520.11
778,2021-05-23,Converter & Specialty Ind Film,14647.77
778,2022-04-24,Converter & Specialty Ind Film,62459.94
778,2022-04-24,Non Finished Goods,50.5
778,2021-10-24,Converter & Specialty Ind Film,64033.74
778,2021-07-25,Converter & Specialty Ind Film,55488.21
778,2021-12-26,Converter & Specialty Ind Film,34379.31
778,2021-12-26,Non Finished Goods,847.17
778,2021-09-26,Converter & Specialty Ind Film,71509.7
778,2022-02-27,Converter & Specialty Ind Film,94116.73999999999
778,2022-02-27,Non Finished Goods,451.74
778,2021-06-27,Converter & Specialty Ind Film,65291.88
778,2022-03-27,Converter & Specialty Ind Film,62459.95
778,2022-03-27,Non Finished Goods,851.3
778,2021-11-28,Converter & Specialty Ind Film,209563.75
778,2021-11-28,Non Finished Goods,2023.51
778,2021-08-29,Converter & Specialty Ind Film,52639.1
778,2021-10-03,Converter & Specialty Ind Film,3470.96
778,2022-01-30,Converter & Specialty Ind Film,59444.26
778,2022-01-30,Non Finished Goods,393.44
778,2021-05-30,Converter & Specialty Ind Film,47366.99
778,2021-10-31,Converter & Specialty Ind Film,63373.619999999995
778,2021-07-04,Converter & Specialty Ind Film,51923.42
778,2021-12-05,Converter & Specialty Ind Film,19045.78
778,2021-12-05,Non Finished Goods,116.65
778,2021-09-05,Converter & Specialty Ind Film,25043.07
778,2022-02-06,Converter & Specialty Ind Film,31242.21
778,2022-02-06,Non Finished Goods,133.0
778,2022-03-06,Converter & Specialty Ind Film,71097.03
778,2022-03-06,Non Finished Goods,1163.24
778,2021-11-07,Converter & Specialty Ind Film,66029.62
778,2022-01-09,Converter & Specialty Ind Film,2768.28
778,2022-01-09,Non Finished Goods,19.2
778,2021-05-09,Converter & Specialty Ind Film,39393.36
792,2021-05-02,Converter & Specialty Ind Film,3243.06
792,2021-08-22,Converter & Specialty Ind Film,3379.82
794,2024-01-14,Converter & Specialty Ind Film,7007.42
794,2024-01-21,Unknown,105.89
794,2021-11-21,Specialty Foods - Other,11432.8
794,2023-08-27,Specialty Foods - Other,13389.48
794,2024-04-28,Converter & Specialty Ind Film,1953.42
794,2024-04-28,Unknown,55.48
794,2021-11-28,Non Finished Goods,51.39
794,2024-09-29,Converter & Specialty Ind Film,8021.1
794,2024-09-29,Unknown,147.86
794,2023-12-31,Specialty Foods - Other,11458.68
794,2022-07-31,Non Finished Goods,74.9
794,2022-07-31,Specialty Foods - Other,14194.52
794,2024-06-09,Specialty Foods - Other,11172.97
795,2023-01-01,Specialty Foods - Other,6446.88
795,2022-07-10,Specialty Foods - Other,6794.5
795,2022-07-10,Unknown,323.65
795,2023-09-10,Specialty Foods - Other,4984.8
795,2023-09-10,Unknown,459.47
795,2022-09-11,Specialty Foods - Other,11194.08
795,2022-09-11,Unknown,216.23
795,2023-03-12,Specialty Foods - Other,3376.6
795,2023-03-12,Unknown,125.31
795,2021-06-13,Specialty Foods - Other,8872.53
795,2022-11-13,Unknown,691.81
